stop_id,stop_name,stop_lat,stop_lon
"15139","Birdwood Ave/Brundenell St (Stanhope)","-36.4457146089841","144.982587881563"
"15140","Birdwood Ave/Brundenell St (Stanhope)","-36.4459554189328","144.982436610051"
"15143","High St/Moora Rd (Rushworth)","-36.5856665508492","145.014726811123"
"15144","School St/Moora Rd (Rushworth)","-36.5854619351518","145.014888525847"
"16079","Princes Fwy (Darnum)","-38.1870582881473","146.001437635396"
"16091","Princes Fwy (Darnum)","-38.1862701525704","146.002019315398"
"16096","Yarragon Railway Station (Yarragon)","-38.203345224481","146.06286623064"
"1613","Webster St/Dunlop St (Mortlake)","-38.0806918412025","142.804773626383"
"16133","Yarragon Railway Station (Yarragon)","-38.2036761950156","146.063684311499"
"16238","Bendigo Station/Railway Pl (Bendigo)","-36.7659284087151","144.282103706379"
"16245","Marong General Store/Calder Hwy (Marong)","-36.7355039203943","144.132058422298"
"16246","Marong General Store/Calder Hwy (Marong)","-36.7354320608082","144.132441770642"
"16247","Park St/Calder Hwy (Bridgewater)","-36.6016745253419","143.941344724261"
"16248","Park St/Calder Hwy (Bridgewater)","-36.601447176911","143.941264297854"
"16249","Houston St/Calder Hwy (Inglewood)","-36.5748559315326","143.86780634494"
"16250","Houston St/Calder Hwy (Inglewood)","-36.5753078680768","143.868201447282"
"16251","Jacka Park/Chapel St (Wedderburn)","-36.4185035586519","143.612965032056"
"16252","Jacka Park/Chapel St (Wedderburn)","-36.4181082351406","143.613639995341"
"16253","Travellers Rest/John Curtin Dr (Charlton)","-36.2683521407422","143.350876684171"
"16258","Post Office/Calder Hwy (Wycheproof)","-36.0769359639788","143.225765479357"
"16259","Nullawil - Birchip Rd/Calder Hwy (Nullawil)","-35.8531218490396","143.177118697628"
"16261","Garage/Main St (Culgoa)","-35.7179835196742","143.108101888589"
"16262","Caltex Service Station/Calder Hwy (Berriwillock)","-35.6382431561305","142.998972989834"
"16263","Caltex Service Station/Calder Hwy (Berriwillock)","-35.6381838606223","142.999086314625"
"16264","Newsagency/Best St (Sea Lake)","-35.504270390913","142.849805611151"
"16265","McCelland St/Dillon St (Ultima)","-35.4697848728588","143.267440027385"
"16266","McGregor's Garage/Donald - Swan Hill Rd (Lalbert)","-35.6707728312341","143.375328701424"
"16273","Sovereign Hill/Bradshaw St (Golden Point (3350))","-37.5746113060421","143.866162088245"
"16287","Morwell Railway Station (Morwell)","-38.2368499765059","146.397734646695"
"16288","Federation Training/Monash Rd (Newborough)","-38.1768737899243","146.308101486488"
"16290","Centre Valley Rd/Princes Dr (Morwell)","-38.2355817091505","146.428881984954"
"16291","Centre Valley Rd/Princes Dr (Morwell)","-38.2350887116267","146.429434303749"
"16295","Traralgon Railway Station (Traralgon)","-38.1983554580592","146.538456495411"
"16297","Traralgon Plaza SC/Franklin St (Traralgon)","-38.194425868636","146.538424198563"
"16301","Gippsland Shopping Centre/Cunninghame St (Sale)","-38.1072261736574","147.063511370193"
"16302","Sale Railway Station (Sale)","-38.1035985193805","147.054600197504"
"16554","Lookout Rd/Princes Hwy (Kalimna)","-37.879243712491","147.961893953857"
"16556","Post Office/Princes Hwy (Lakes Entrance)","-37.8814335126396","147.982663463397"
"16936","Information Centre/Godfrey St (Boort)","-36.1166108602089","143.727112286021"
"16937","CFA/Boort-Wedderburn Rd (Mysia)","-36.2299484265038","143.755346047968"
"16955","Kerang Railway Station (Kerang)","-35.7331373647111","143.92433606116"
"16957","Murray Valley Hwy (Lake Boga)","-35.4638155192146","143.63653004325"
"16958","Murray Valley Hwy (Lake Boga)","-35.4640464803055","143.636410266534"
"16961","McAlpine Rd/Murray Valley Hwy (Nyah)","-35.1760461680888","143.377303040377"
"16962","McAlpine Rd/Murray Valley Hwy (Nyah)","-35.1755108167408","143.377480468774"
"16969","Robinvale Railway Station/Bromley Rd (Robinvale)","-34.5847900797183","142.770342020336"
"17124","General Store/Murray St (Piangil)","-35.0542205868202","143.310581971829"
"17125","General Store/Murray St (Piangil)","-35.0538456442677","143.31069748157"
"17128","Corner Store/Main St (Bealiba)","-36.7882095295252","143.550893422478"
"17129","Corner Store/Main St (Bealiba)","-36.7881690845809","143.551052067988"
"17134","Raglan St/Albert St (Creswick)","-37.4245071741802","143.894318873573"
"17135","Raglan St/Albert St (Creswick)","-37.4245467374677","143.894452810866"
"17136","Scandinavian Cres/Ballarat St (Talbot)","-37.170346937488","143.702317245565"
"17138","General Store/Green St (Carisbrook)","-37.0486747929792","143.812688201625"
"17139","General Store/Green St (Carisbrook)","-37.0489739772668","143.813091609818"
"17144","Market St/Calder Hwy (Harcourt)","-36.9969282670174","144.260630141875"
"17145","Market St/Calder Hwy (Harcourt)","-36.9968282542561","144.260982015217"
"17148","CFA/Bridport St (Daylesford)","-37.3427100410475","144.141037843929"
"17149","Hotel/Midland Hwy (Blampied)","-37.3672211047707","144.042237260322"
"17150","Hotel/Midland Hwy (Blampied)","-37.367275366102","144.041885152848"
"17151","Antique Shop/Midland Hwy (Newlyn)","-37.4015281434745","143.994535065108"
"17152","Antique Shop/Midland Hwy (Newlyn)","-37.4015511286809","143.994376022412"
"17153","Hadfield Park/High St (Wallan)","-37.4145041824656","144.979108615739"
"17154","Hadfield Park/High St (Wallan)","-37.4143482147269","144.97947436738"
"17191","Seymour Railway Station (Seymour)","-37.0252920972096","145.137445074794"
"17231","McGuinness St/Railway St (Euroa)","-36.7492783001256","145.568377112554"
"17247","Blanche St/Foord St (Wahgunyah)","-36.0102762157947","146.394061804268"
"17248","Blanche St/Foord St (Wahgunyah)","-36.0102842780911","146.393873099939"
"17253","Wangaratta Railway Station (Wangaratta)","-36.3551739660438","146.31720500273"
"17347","King St/Commercial St (Korumburra)","-38.4308806440514","145.822823118664"
"17351","Leongatha Railway Station/Long St (Leongatha)","-38.4774143329353","145.948481229311"
"17365","Memorial Park/Grant St (Yarram)","-38.5648458593236","146.674758000997"
"17368","Pier Rd/Bass Hwy (Grantville)","-38.406959125076","145.530387544235"
"17369","Pier Rd/Bass Hwy (Grantville)","-38.4080203557296","145.530217162319"
"17372","Corinella Public Hall/Smythe St (Corinella)","-38.41446983278","145.433325537228"
"17377","Phillip Island Rd/Bass Hwy (Anderson)","-38.5263463628275","145.447524346105"
"17379","Forrest Ave/Phillip Island Rd (Newhaven)","-38.5149032300878","145.357791785753"
"17381","Walton St/Thompson Ave (Cowes)","-38.4590475109174","145.239067535684"
"17382","Walton St/Thompson Ave (Cowes)","-38.4587644756053","145.238822289797"
"17384","Peppermint Rd/Bass Hwy (Kilcunda)","-38.5495001832906","145.475920771026"
"17385","Peppermint Rd/Bass Hwy (Kilcunda)","-38.5495480655106","145.476137787297"
"17386","Ozone Hotel/Bass Hwy (Dalyston)","-38.5632904859383","145.547007126149"
"17387","Ozone Hotel/Bass Hwy (Dalyston)","-38.5635894965047","145.547138833569"
"17419","Albury Railway Station (Albury (NSW))","-36.0842434591714","146.924326634016"
"17581","Hogan St/Fraser St (Tatura)","-36.440476133759","145.225309431645"
"17681","Moorabool St/Malop St (Geelong)","-38.1472285263627","144.360369327844"
"17686","Grossmans Rd/Surf Coast Hwy (Torquay)","-38.3230576706867","144.318407974268"
"17689","Duffields Rd/Great Ocean Rd (Jan Juc)","-38.3388086431193","144.30589535322"
"17691","Bells Bvd/Great Ocean Rd (Jan Juc)","-38.3385231581598","144.286103802423"
"17692","Bells Bvd/Great Ocean Rd (Jan Juc)","-38.3388416562214","144.287796432571"
"17693","Adiscott Rd/Great Ocean Rd (Bellbrae)","-38.3495588745651","144.257786135121"
"17694","Adiscott Rd/Great Ocean Rd (Bellbrae)","-38.3494023623891","144.257643304175"
"17695","Great Ocean Rd/Camp Rd (Anglesea)","-38.4045077373361","144.18850978715"
"17697","Anglesea Motor Inn/Great Ocean Rd (Anglesea)","-38.408993130771","144.186572479106"
"17698","Anglesea Motor Inn/Great Ocean Rd (Anglesea)","-38.4091147527415","144.186384550015"
"17699","Point Roadknight/Great Ocean Rd (Anglesea)","-38.4203889302638","144.174906829274"
"17700","Point Roadknight/Great Ocean Rd (Anglesea)","-38.420877154939","144.173857077751"
"17701","Post Office/Great Ocean Rd (Aireys Inlet)","-38.4587419328025","144.106974759907"
"17702","Post Office/Great Ocean Rd (Aireys Inlet)","-38.4584325148681","144.106849629388"
"17703","Bambra Rd/Great Ocean Rd (Aireys Inlet)","-38.4647380577478","144.100249106137"
"17704","Bambra Rd/Great Ocean Rd (Aireys Inlet)","-38.4645934807016","144.100231981673"
"17705","Yarringa Rd/Great Ocean Rd (Fairhaven)","-38.4681075152514","144.085010109812"
"17706","Yarringa Rd/Great Ocean Rd (Fairhaven)","-38.467976620976","144.085542530533"
"17707","Golf Links Rd/Great Ocean Rd (Eastern View)","-38.4722300860437","144.043907651811"
"17708","Golf Links Rd/Great Ocean Rd (Eastern View)","-38.4718200892257","144.044440117029"
"17711","Lorne Visitor Centre/Great Ocean Rd (Lorne)","-38.537242831952","143.974522317702"
"17712","Lorne Visitor Centre/Great Ocean Rd (Lorne)","-38.5372464970101","143.974315695553"
"17713","McRae Rd/Great Ocean Rd (Wye River)","-38.635315719437","143.891055005901"
"17714","McRae Rd/Great Ocean Rd (Wye River)","-38.6351656379858","143.890831776535"
"17715","Hawdon Ave/Great Ocean Rd (Kennett River)","-38.668561278255","143.862163852613"
"17717","Skenes Creek Valley Rd/Great Ocean Rd (Skenes Creek)","-38.7249980259981","143.710124617516"
"17718","Pisces Holiday Park/Great Ocean Rd (Apollo Bay)","-38.7417159898221","143.675389860238"
"17719","Pisces Holiday Park/Great Ocean Rd (Apollo Bay)","-38.7416783682961","143.675334094143"
"17720","Visitor Information Centre/Great Ocean Rd (Apollo Bay)","-38.7545439016469","143.669064944722"
"17726","Surf Club/Tregea St (Port Campbell)","-38.6192036702244","142.993776508159"
"17729","General Store/Macs St (Peterborough)","-38.6070683331888","142.877196983689"
"17730","General Store/Macs St (Peterborough)","-38.6070003723594","142.877568193161"
"17737","Spring St/Commercial Rd (Koroit)","-38.2916577234987","142.362509425508"
"17738","Spring St/Commercial Rd (Koroit)","-38.2913867863375","142.362035364849"
"17746","Lindsay St/Princes Hwy (Heywood)","-38.1329515528569","141.629793457976"
"17753","Hamilton Station/Station St (Hamilton)","-37.7466003102826","142.028270042491"
"17759","Delacombe Way/Willaura-Wickliffe Rd (Willaura)","-37.5468348479249","142.741146119696"
"17760","CFA Station/Glenelg Hwy (Wickliffe)","-37.6903963482345","142.722937316232"
"17761","CFA Station/Glenelg Hwy (Wickliffe)","-37.690432712054","142.722946558167"
"17763","Information Centre/Glenelg Hwy (Lake Bolac)","-37.712398122471","142.840480648309"
"17776","Jetty Rd/Princes Hwy (Lakes Entrance)","-37.8747707483999","148.007464164547"
"17798","Hotel/Western Hwy (Buangor)","-37.3662071541174","143.172134877802"
"17799","Ararat Railway Station (Ararat)","-37.2824390102649","142.936912364679"
"17801","Cuibitt St/Western Hwy (Great Western)","-37.1514950555617","142.853451341824"
"17802","Cubitt St/Western Hwy (Great Western)","-37.1520214780536","142.8545929018"
"17803","Stawell Station (Stawell)","-37.0592586538022","142.773548442962"
"17809","Murtoa Medical Centre/McDonald St (Murtoa)","-36.6197421276838","142.470585783468"
"17810","Walter St/Cromie St (Rupanyup)","-36.6314068220725","142.631409430585"
"17812","Main St/Church St (Minyip)","-36.4602905636186","142.587376695705"
"17816","Scott St/Woolcock St (Warracknabeal)","-36.2509107661602","142.395332675212"
"17817","Swann St/Henty Hwy (Brim)","-36.0767422855472","142.421040763836"
"17818","Swann St/Henty Hwy (Brim)","-36.0764991270559","142.421276794315"
"17821","Hogans Newsagent/Phillips St (Beulah)","-35.9393985082141","142.420907587768"
"17825","near Fire Station/Henty Hwy (Hopetoun)","-35.7268918509877","142.364509675029"
"17826","near Fire Station/Henty Hwy (Hopetoun)","-35.7269701274519","142.364670817292"
"17827","Coach Terminal/24 Roberts Ave (Horsham)","-36.7141912483619","142.200518725684"
"17828","Fisher St/Western Hwy (Pimpinio)","-36.5849145687111","142.118268503696"
"17829","Fisher St/Western Hwy (Pimpinio)","-36.5845557352803","142.118302320607"
"17831","Car Park Rear Toilet Block/Lloyd St (Dimboola)","-36.4541076344351","142.026416006951"
"17835","Information Centre/Western Hwy (Nhill)","-36.3339170557952","141.649122218224"
"17837","Kaniva Community Roadhouse/Western Hwy (Kaniva)","-36.378831669238","141.240839896705"
"17840","Caltex Station/Calder Hwy (Ouyen)","-35.0693873646648","142.318754309448"
"17841","Caltex Station/Calder Hwy (Ouyen)","-35.0695964988369","142.319038139692"
"17963","opp 137 McKenzie St (Wonthaggi)","-38.5958503344578","145.592120520014"
"17967","Seaward Dr/Cape Paterson Rd (Cape Paterson)","-38.6678449267867","145.6211249816"
"17968","Seaward Dr/Cape Paterson Rd (Cape Paterson)","-38.6678687647665","145.62009004993"
"17969","Ramsay Bvd/The Esplanade (Inverloch)","-38.6346058268451","145.72967732461"
"17973","Post Office/Indi Ave (Red Cliffs)","-34.3072330511916","142.187573330711"
"17976","Mildura Railway Station (Mildura)","-34.1821055413207","142.163234208092"
"17977","General Store/Sunraysia Hwy (Tempy)","-35.3453146602291","142.424802508184"
"17978","General Store/Sunraysia Hwy (Tempy)","-35.3449835985048","142.424623331868"
"17979","Service Station/Sunraysia Hwy (Speed)","-35.4019443629902","142.438837300016"
"17980","Service Station/Sunraysia Hwy (Speed)","-35.4017845017289","142.438659301888"
"17983","Boree St/Sunraysia Hwy (Lascelles)","-35.6078809424635","142.579256808117"
"17984","Boree St/Sunraysia Hwy (Lascelles)","-35.6078461978993","142.579291814241"
"17985","Woomelang Station/Sunraysia Hwy (Woomelang)","-35.6824701811068","142.664425358721"
"17986","Woomelang Station/Sunraysia Hwy (Woomelang)","-35.6825557130005","142.664299270607"
"17987","Memorial Park/Cumming Ave (Birchip)","-35.9812652861492","142.917912407799"
"17989","Post Office/Sunraysia Hwy (Donald)","-36.3706668962857","142.982667286059"
"17991","Dundas St/Market St (St Arnaud)","-36.6152949647474","143.258620176508"
"17993","Bull St/Broadway (Dunolly)","-36.8583517651913","143.730788414866"
"17997","Havelock St/Clarendon St (Maryborough)","-37.0470502830089","143.736115132942"
"18000","Post Office/Sunraysia Hwy (Avoca)","-37.0890185677884","143.473875064925"
"18001","Post Office/Sunraysia Hwy (Avoca)","-37.0888180139312","143.474401694281"
"18004","Butcher Shop/Service St (Clunes)","-37.2941193809384","143.787126588914"
"18005","Butcher Shop/Service St (Clunes)","-37.2942909888665","143.787141838843"
"1801","199 High St (Avoca)","-37.0808588068061","143.47125106132"
"18335","Michael St/Princes Hwy (Pakenham)","-38.0618620228037","145.456058057516"
"18671","east of Pechell St/High St (Yea)","-37.2111621606658","145.423981281914"
"18672","General Store/Goulburn Valley Hwy (Molesworth)","-37.1673094970287","145.539050565174"
"18673","General Store/Goulburn Valley Hwy (Molesworth)","-37.1673469303816","145.539162471581"
"18686","Post Office/Myrtle St (Myrtleford)","-36.5612915303779","146.724969841781"
"18689","Alpine Hotel/Anderson St (Bright)","-36.7283520474061","146.96043300398"
"18690","Falls Creek Coaches/233 Kiewa Valley Hwy (Mount Beauty)","-36.7379857634611","147.160987061512"
"19122","Wesley St/High St (Kangaroo Flat)","-36.8035572014403","144.241998831854"
"1937","Webster St/Dunlop St (Mortlake)","-38.0809541362091","142.804804193564"
"19517","Green Creek Rd/Donald - Stawell Rd (Campbells Bridge)","-36.9160957548668","142.785570391985"
"19521","6006 Donald -Stawell Rd (Callawadda)","-36.81414564","142.78556319649"
"19523","Park Rd/Donald Stawell Rd (Marnoo)","-36.6713627599772","142.869764271545"
"19552","Douro St/Victoria St (North Geelong)","-38.1225545980227","144.34822152115"
"19553","Roseneath St/Victoria St (North Geelong)","-38.1227199990669","144.348363812192"
"19793","Park Rd/Donald Stawell Rd (Marnoo)","-36.6714100438647","142.869828835823"
"19794","6003 Donald Stawell Rd (Callawadda)","-36.8141304382877","142.785642453371"
"19795","Greens Creek Rd/Donald -Stawell Rd (Campbells Bridge)","-36.9162431779119","142.785663229121"
"19798","Leisure Complex/Houston St (Stawell)","-37.0515244753467","142.779451126165"
"19799","Community Health Centre/Patrick St (Stawell)","-37.0558024514041","142.783731776112"
"20293","Ballarat Railway Station (Ballarat Central)","-37.5587914823897","143.859457427766"
"20326","Malmsbury Railway Station (Malmsbury)","-37.1897403219827","144.375323170241"
"20354","Wallan Railway Station (Wallan)","-37.4165363221705","145.005358271751"
"20816","Sunbury Railway Station (Sunbury)","-37.5791237309098","144.72855200808"
"20818","Kyneton Railway Station (Kyneton)","-37.2581301335769","144.450809539284"
"20830","Gisborne Station/Early St (New Gisborne)","-37.459199557713","144.598946998377"
"20831","Riddells Creek Railway Station (Riddells Creek)","-37.4645468452343","144.679362399565"
"20832","Clarkefield Railway Station (Clarkefield)","-37.4834239678628","144.745759355567"
"20856","Nowa Nowa General Store/Princes Hwy (Nowa Nowa)","-37.7323125675479","148.091595886327"
"20863","opposite Genoa Hotel/Alexanders Rd (Genoa)","-37.4772190787126","149.588888974486"
"20884","Post Office/High St (Maldon)","-36.9959724421965","144.068003039756"
"20887","General Store/Mallee Hwy (Tooleybuc (NSW))","-35.0279018634931","143.3367980118"
"20889","Caltex Service Station/Waverley Ave (Merrigum)","-36.371853863726","145.132026302912"
"20890","Goornong Newsagency/Midland Hwy (Goornong)","-36.6146680634471","144.506844708676"
"20901","Family Store/Malaya Rd (Puckapunyal)","-37.0013328231631","145.039387680089"
"20902","Raymond Island Ferry Terminal/Devon Rd (Paynesville)","-37.9191011252382","147.725064337241"
"20903","Latrobe Regional Hospital (Traralgon)","-38.2192166839726","146.471552293502"
"20916","Trentham Milk Bar/Market St (Trentham)","-37.3895739780866","144.322910621516"
"21027","Fountain Gate Shopping Centre/Overland Dr (Narre Warren)","-38.0195230348065","145.303044049148"
"21188","Scott St/Lyle St (Warracknabeal)","-36.2533370909108","142.39542352406"
"21462","Moe Railway Station (Moe)","-38.1769998299717","146.260753364277"
"21463","Trafalgar Railway Station (Trafalgar)","-38.2075491847149","146.154837824988"
"21464","Longwarry Railway Station (Longwarry)","-38.1113920455492","145.767184349079"
"21465","Bunyip Primary School/Nar Nar Goon-Longwarry Rd (Bunyip)","-38.098906596593","145.714716604273"
"21466","Garfield Railway Station (Garfield)","-38.0916467861581","145.675319711214"
"21612","The Avenue Motel/Sturt St (Alfredton)","-37.5483883977568","143.800913793885"
"21613","Ranger Barracks/Sturt St (Alfredton)","-37.5469455413319","143.797546772321"
"21706","Drouin Railway Station (Drouin)","-38.1358303776528","145.855055214944"
"21708","Horsham Railway Station (Horsham)","-36.707789818453","142.200783557416"
"21710","Nowa Nowa/Princes Hwy (Nowa Nowa)","-37.7339030619607","148.089190668144"
"22086","Falls Rd/Pack Rd (Marysville)","-37.5108834070651","145.747135665588"
"22087","Maroondah Hwy (Buxton)","-37.4231513927611","145.70879635915"
"22088","Maroondah Hwy (Buxton)","-37.4219644677801","145.709054063672"
"22089","3321 Maroondah Hwy (Taggerty)","-37.323563980833","145.712105127347"
"22090","opp 3313 Maroondah Hwy (Taggerty)","-37.3238732020653","145.712359433549"
"22091","54 Grant St (Alexandra)","-37.1909615852895","145.709077059531"
"22093","Taggerty-Thornton Rd/Goulburn Valley Hwy (Thornton)","-37.254725642379","145.797498443172"
"22094","Eildon Shopping Centre/Main St (Eildon)","-37.2326470116692","145.909686737172"
"22194","3 Great Ocean Rd (Torquay)","-38.3393309229933","144.310589219251"
"22318","Shell Rd/Grubb Rd (Ocean Grove)","-38.2563335322557","144.535898187902"
"22364","Nar Nar Goon Railway Station (Nar Nar Goon)","-38.0821375570252","145.57061754497"
"22365","Tynong Railway Station (Tynong)","-38.0853995249378","145.629583641115"
"22474","Kilmore East Railway Station (Kilmore East)","-37.2933007175031","144.983055953341"
"22613","Longerenong Rd/Henty Hwy (Dooen)","-36.6611414285055","142.255096945233"
"22695","Miners Rest Tavern/Howe St (Miners Rest)","-37.4810396735992","143.801280367914"
"22697","Learmonth General Store/Sunraysia Hwy (Learmonth)","-37.4207565555677","143.713779673634"
"22698","Laidlaw St/Sunraysia Hwy (Learmonth)","-37.4206387337996","143.714078540612"
"22699","Hall St/Sunraysia Hwy (Waubra)","-37.3583081985859","143.6381746117"
"22700","Hall St/Sunraysia Hwy (Waubra)","-37.3576516748849","143.637583147188"
"22703","Quire Rd/Buchan Rd (Buchan South)","-37.5448662231595","148.12449100474"
"22704","Quire Rd/Buchan South Rd (Buchan South)","-37.5461299935955","148.125234462999"
"22705","Lousadas Rd/Buchan - Buchan Rd (Buchan)","-37.4936994019625","148.173495879329"
"22706","Buchan - Orbost Rd/Buchan Rd (Buchan)","-37.4936600959186","148.173823309659"
"22707","Gormandale - Stradbroke Rd/Hyland Hwy (Gormandale)","-38.2936649991421","146.700489971632"
"22854","Caravan Park/Baringhup Rd (Baringhup)","-36.9794648769831","143.974739831125"
"22855","Tulloch Ard Rd/Gelantipy Rd (Gelantipy)","-37.227422854588","148.26318425098"
"22856","W Tree Co-op/Gelantipy Rd (W Tree)","-37.3583255265954","148.225380717328"
"22857","Lake Bunga Beach Rd/Princes Hwy (Lake Bunga)","-37.8608555236378","148.028259982769"
"22859","Carinya Lodge/Carinya Cres (Korumburra)","-38.4379940407784","145.811524789022"
"22860","IGA Supermarket/1 South Railway Cres (Korumburra)","-38.4337331740211","145.825996249956"
"22863","Nalder Dr/Werrill St (Swan Hill)","-35.3599550226452","143.557858640006"
"22871","Tobin St/Montgomery St (Ararat)","-37.2942255046605","142.92030083355"
"22872","Port Fairy Rd/Montgomery St (Ararat)","-37.2945252811187","142.924027918604"
"22875","Vanstan St/High St St (Ararat)","-37.2856666300493","142.917652184621"
"22876","Brewster Rd/High St (Ararat)","-37.2861080065674","142.91530591467"
"22878","Mackay St/Henderson St (Ararat)","-37.2818951442304","142.915387442245"
"22886","Mudgegonga Primary School/Myrtleford - Yackandandah Rd (Mudgegonga)","-36.4899534089853","146.837171932243"
"22931","Ballan Police Station/Old Melbourne Rd (Ballan)","-37.6002109254689","144.220571589764"
"22932","Ballan Police Station/Old Melbourne Rd (Ballan)","-37.6000586765114","144.220611233567"
"22933","Dehnerts Rd/Ballan - Daylesford Rd (Bunding)","-37.5602514740283","144.191043461707"
"22934","Spargo Creek Rd/Ballan - Daylesford Rd (Spargo Creek)","-37.4797882377927","144.15057450609"
"22935","Brickhouse Rd/Ballan - Daylesford Rd (Korweinguboora)","-37.4454286166901","144.128936991477"
"22936","Leonards Hill - South Bullarto Rd/Ballan - Daylesford Rd (Leonards Hill)","-37.4209482354223","144.115332361184"
"22937","Telegraph Rd/Ballan - Daylesford Rd (Sailors Falls)","-37.3917292809044","144.120259202663"
"22938","Ridge Rd/Ballan - Daylesford Rd (Musk Vale)","-37.3782869928785","144.127740477026"
"22939","Fifth St/Hepburn Springs Rd (Hepburn Springs)","-37.3184852447772","144.138661933557"
"22940","Hepburn - Newstead Rd/Hepburn Springs Rd (Hepburn)","-37.3103402736795","144.138700138208"
"22941","Gordon Cemetery/Old Melbourne Rd (Gordon)","-37.5850623958887","144.113229314827"
"22942","Gordon Cemetery/Old Melbourne Rd (Gordon)","-37.5849194702953","144.113280129242"
"22945","Railway Crossing/Gordon - Meredith Rd (Gordon)","-37.5944688713605","144.101451031867"
"22946","McIntoshs Lane/Gordon - Meredith Rd (Mount Egerton)","-37.6156902015981","144.105180338721"
"22948","Mt Egerton General Store/Main Rd (Mount Egerton)","-37.6278641682018","144.104843792969"
"22949","Oasis Village/Cobram - Koonoomoo Rd (Cobram)","-35.9164573511331","145.635858846616"
"22952","McNamara Dr/Calder Hwy (Maiden Gully)","-36.7428112528654","144.208891967919"
"22960","Spring Flat Rd/Hopkins Hwy (Bushfield)","-38.3429464118882","142.511764999923"
"22963","Blacks Lane/Hopkins Hwy (Purnim)","-38.279656359818","142.620808984895"
"22964","Tomlinsons Lane/Hopkins Hwy (Ballangeich)","-38.2207221103244","142.65767529744"
"22965","Ellerslie - Panmure Rd/Hopkins Hwy (Ellerslie)","-38.149350640832","142.68512780715"
"22976","Bendigo Bank/Maurice Ave (Mallacoota)","-37.5575769222209","149.757706732911"
"22977","Township/Gipsy Point Rd (Gipsy Point)","-37.4804843790186","149.679223575124"
"22978","McMillan St/George St (Hamilton)","-37.7440096195704","142.034726022418"
"22980","RMIT Hamilton/200 Ballarat Rd (Hamilton)","-37.7437472654703","142.058636577561"
"22981","Hamilton Base Hospital/Foster St (Hamilton)","-37.7372007254886","142.029580616178"
"22982","Lonsdale St/McIntyre St (Hamilton)","-37.7445727556437","142.017599151133"
"22983","McPhee St/Kenny St (Hamilton)","-37.7356547740779","142.007755676269"
"22984","South West TAFE/Hammond St (Hamilton)","-37.7268591931726","142.006318316873"
"22986","Kent Rd/Gordon St (Hamilton)","-37.7281529751444","142.019201053442"
"22988","Garton St/Learmonth St (Hamilton)","-37.7373121609088","142.02838257882"
"22989","Monegeetta Milk Bar/Melbourne-Lancefield Rd (Monegeetta)","-37.4139553652081","144.749290141246"
"22994","Chemist/Federal St (Rainbow)","-35.8980882567416","141.993916787294"
"22995","Woods St/Byrne St (Yaapeet)","-35.769791610617","142.053019208523"
"22996","Roy St/Dimboola - Rainbow Rd (Jeparit)","-36.142373176955","141.988316683734"
"22997","Tarranyurk West Rd/Dimboola - Rainbow Rd (Tarranyurk)","-36.2089483246542","142.034212724493"
"22998","Antwerp Woorak Rd/Dimboola - Rainbow Rd (Antwerp)","-36.2977185383997","142.025463052056"
"23030","Williamson St/Sunraysia Hwy (Lexton)","-37.2747700165391","143.514971213151"
"23031","Williamson St/Sunraysia Hwy (Lexton)","-37.2744438275694","143.51460295062"
"23034","Maroona General Store/Mortlake - Ararat Rd (Maroona)","-37.4403358184907","142.859374948808"
